"SeniorCitizen","tenure","PhoneService","MultipleLines","PaperlessBilling","MonthlyCharges","Churn","ServiceSup","FibreOptic","Contract_One_year","Contract_Two_year","PaymentMethod_Electronic_check"
"0",0.0704225352112676,"1","0","0",0.0243781094527363,"0","0","0","0","0","0"
"0",0.028169014084507,"1","1","1",0.558706467661692,"1","0","1","0","0","1"
"0",0.0845070422535211,"1","0","0",0.322885572139304,"0","1","0","0","0","0"
"0",0.0422535211267606,"1","0","0",0.0258706467661692,"0","0","0","0","0","0"
"0",0.450704225352113,"1","0","1",0.703482587064677,"0","1","1","0","1","1"
"1",0.366197183098592,"1","1","1",0.595024875621891,"1","1","1","0","0","1"
"0",1,"1","1","1",0.0527363184079602,"0","0","0","0","1","0"
"0",0,"1","0","0",0.0149253731343284,"0","0","0","0","0","0"
"1",0.985915492957746,"0","0","1",0.380099502487562,"0","1","0","1","0","1"
"0",0.169014084507042,"1","1","1",0.67363184079602,"0","1","1","0","0","1"
"0",0.338028169014085,"0","0","1",0.401492537313433,"1","1","0","0","0","0"
"0",0.929577464788732,"1","0","0",0.321393034825871,"0","1","0","0","1","0"
"0",0,"0","0","1",0.171144278606965,"1","1","0","0","0","1"
"0",0.0140845070422535,"1","0","0",0.259701492537313,"1","0","0","0","0","1"
"0",0.591549295774648,"1","1","1",0.0741293532338308,"0","0","0","0","1","0"
"0",0.309859154929577,"1","0","1",0.564676616915423,"0","1","1","0","0","0"
"0",0.887323943661972,"1","0","0",0.0194029850746269,"0","0","0","0","1","0"
"0",0.788732394366197,"1","0","1",0.0134328358208955,"0","0","0","0","1","0"
"1",0,"1","0","1",0.519402985074627,"1","0","1","0","0","0"
"1",1,"1","1","1",0.69452736318408,"0","1","0","0","1","0"
"0",0.0985915492957746,"1","1","0",0.52636815920398,"1","1","0","0","0","1"
"0",0.845070422535211,"1","1","1",0.823880597014925,"0","1","1","0","1","0"
"0",0.887323943661972,"1","1","1",0.657213930348259,"0","1","1","1","0","0"
"1",0.985915492957746,"1","1","0",0.0567164179104478,"0","0","0","0","1","0"
"0",0.901408450704225,"1","1","1",0.803980099502487,"0","1","1","0","1","0"
"0",0.028169014084507,"1","0","0",0.0134328358208955,"0","0","0","1","0","0"
"0",0,"1","0","1",0.272636815920398,"1","0","0","0","0","1"
"0",0.408450704225352,"1","0","0",0.460199004975124,"0","1","0","1","0","0"
"0",0.197183098591549,"1","0","1",0.509950248756219,"0","1","0","0","0","0"
"0",0.0985915492957746,"1","0","1",0.500497512437811,"0","1","0","0","0","1"
"0",0.0845070422535211,"1","1","0",0.763681592039801,"1","1","1","0","0","0"
"0",0.971830985915493,"1","1","1",0.89452736318408,"0","1","1","1","0","0"
"0",0.859154929577465,"1","0","0",0.675124378109453,"0","1","0","0","1","1"
"0",0.0704225352112676,"1","0","0",0.0144278606965174,"0","0","0","0","0","0"
"0",0.183098591549296,"1","0","1",0.623383084577114,"0","1","1","0","0","0"
"0",0.295774647887324,"1","1","1",0.655721393034826,"0","1","1","0","0","0"
"0",0.295774647887324,"1","0","0",0.0189054726368159,"0","0","0","1","0","0"
"0",0.211267605633803,"1","0","0",0.45771144278607,"0","1","0","0","1","0"
"0",0.126760563380282,"1","1","0",0.0741293532338308,"0","0","0","0","1","0"
"0",0.169014084507042,"1","0","1",0.375621890547264,"0","1","0","0","0","1"
"0",0.267605633802817,"1","1","0",0.638308457711443,"1","1","1","0","0","1"
"0",0.0140845070422535,"1","0","1",0.511940298507463,"0","0","1","0","0","1"
"0",0.732394366197183,"1","1","1",0.553731343283582,"0","1","0","0","1","0"
"0",0.140845070422535,"1","0","0",0.0233830845771144,"0","0","0","1","0","0"
"0",0.957746478873239,"1","0","0",0.0164179104477612,"0","0","0","0","1","0"
"0",0.0422535211267606,"1","0","1",0.523880597014925,"1","0","1","0","0","0"
"0",1,"1","1","1",0.704477611940298,"0","1","0","0","1","0"
"1",0.802816901408451,"0","0","1",0.269154228855721,"1","1","0","0","0","1"
"0",0.211267605633803,"1","0","0",0.0213930348258706,"0","0","0","0","0","1"
"0",0.591549295774648,"1","0","1",0.656716417910448,"0","1","1","1","0","0"
"0",0.0140845070422535,"1","1","1",0.857213930348259,"1","1","1","0","0","1"
"0",0.183098591549296,"1","0","0",0.633830845771144,"0","1","0","0","1","0"
"0",0.732394366197183,"1","0","1",0.762189054726368,"1","1","1","1","0","0"
"0",0.436619718309859,"1","0","0",0.0228855721393035,"0","0","0","1","0","0"
"0",0.464788732394366,"1","1","0",0.0641791044776119,"0","0","0","0","0","1"
"1",0.197183098591549,"1","1","1",0.559203980099503,"1","0","1","0","0","0"
"1",0.0845070422535211,"1","0","0",0.57910447761194,"1","1","1","0","0","0"
"0",0.197183098591549,"1","1","1",0.866666666666667,"0","1","1","0","0","0"
"0",0.845070422535211,"1","0","1",0.0228855721393035,"0","0","0","1","0","0"
"0",0,"0","0","0",0.116417910447761,"1","1","0","0","0","0"
"0",0,"1","0","0",0.269154228855721,"0","0","0","0","0","0"
"0",0.0985915492957746,"1","1","0",0.659203980099503,"1","1","1","0","0","0"
"0",0.450704225352113,"1","0","0",0.562189054726368,"0","1","0","1","0","0"
"0",0.169014084507042,"1","0","1",0.606965174129353,"1","1","1","0","0","1"
"0",0,"0","0","1",0.0651741293532338,"1","0","0","0","0","1"
"0",0.267605633802817,"1","0","1",0.333830845771144,"0","1","0","0","0","0"
"0",0.028169014084507,"0","0","0",0.12089552238806,"0","1","0","0","0","1"
"0",0.169014084507042,"1","0","0",0.0139303482587065,"0","0","0","1","0","1"
"0",0.549295774647887,"1","1","0",0.381592039800995,"0","1","0","0","0","0"
"0",0.591549295774648,"1","1","1",0.533830845771144,"0","1","0","1","0","0"
"0",0.0704225352112676,"1","0","1",0.723880597014925,"1","1","1","0","0","1"
"0",0.957746478873239,"1","0","0",0.0149253731343284,"0","0","0","0","1","0"
"0",1,"1","1","0",0.909950248756219,"0","1","1","0","1","0"
"0",0.816901408450704,"1","0","0",0.0104477611940299,"0","0","0","0","1","0"
"0",0.267605633802817,"1","0","1",0.77910447761194,"0","1","1","0","0","1"
"0",0.323943661971831,"1","1","1",0.0582089552238806,"0","0","0","0","1","0"
"0",0.816901408450704,"1","1","1",0.92636815920398,"0","1","1","0","0","1"
"0",1,"1","1","1",0.935323383084577,"0","1","1","0","1","0"
"0",0,"1","0","0",0.0248756218905473,"0","0","0","0","0","0"
"0",0.366197183098592,"1","0","1",0.832338308457712,"0","1","1","1","0","0"
"0",0.183098591549296,"1","0","1",0.614925373134328,"0","1","1","0","0","0"
"0",0.985915492957746,"1","1","0",0.86865671641791,"0","1","1","0","1","1"
"0",0.169014084507042,"1","0","1",0.597512437810945,"0","1","1","0","0","0"
"0",0.605633802816901,"1","0","0",0.503482587064677,"0","0","1","0","0","0"
"0",0.450704225352113,"1","0","1",0.613930348258707,"0","1","1","1","0","0"
"0",1,"0","0","1",0.370149253731343,"0","1","0","0","1","0"
"0",0,"1","0","0",0.613432835820896,"1","1","1","0","0","1"
"0",0.253521126760563,"1","0","1",0.87910447761194,"1","1","1","0","0","1"
"0",0.887323943661972,"1","0","1",0.837810945273632,"0","1","1","1","0","0"
"0",0.0140845070422535,"1","0","1",0.276119402985075,"1","0","0","0","0","0"
"0",0,"0","0","0",0.0696517412935323,"0","0","0","0","0","1"
"0",0.845070422535211,"1","0","0",0.0149253731343284,"0","0","0","0","1","0"
"0",0.394366197183099,"1","0","0",0.0174129353233831,"0","0","0","1","0","1"
"1",0.309859154929577,"1","1","0",0.682089552238806,"0","1","1","0","0","1"
"0",0.788732394366197,"0","0","1",0.402985074626866,"0","1","0","0","0","0"
"0",1,"0","0","0",0.26865671641791,"0","1","0","0","1","0"
"0",0.915492957746479,"0","0","1",0.381592039800995,"0","1","0","0","1","0"
"0",0.901408450704225,"1","1","1",0.656218905472637,"0","1","0","0","1","0"
"0",0.0985915492957746,"1","0","1",0.614427860696517,"0","1","1","0","0","0"
"0",0.0422535211267606,"1","0","1",0.516417910447761,"1","0","1","0","0","1"
"0",0.985915492957746,"1","1","0",0.0646766169154229,"0","0","0","0","1","0"
"0",0,"1","0","1",0.0194029850746269,"0","0","0","1","0","1"
"0",0.0422535211267606,"1","0","0",0.316417910447761,"1","1","0","0","0","0"
"0",0.154929577464789,"1","0","1",0.0109452736318408,"0","0","0","1","0","0"
"0",0.323943661971831,"0","0","1",0.321890547263682,"0","1","0","1","0","0"
"0",0.422535211267606,"1","0","1",0.625870646766169,"0","1","0","1","0","0"
"0",0,"1","0","0",0.367661691542289,"1","1","0","0","0","0"
"0",0.408450704225352,"1","1","1",0.712935323383085,"0","1","1","0","0","0"
"0",0.647887323943662,"1","1","1",0.667164179104478,"0","1","0","0","1","0"
"0",0.746478873239437,"1","1","1",0.893034825870647,"0","1","1","0","1","0"
"0",0.690140845070423,"1","0","1",0.748756218905473,"0","1","1","0","0","0"
"0",0,"1","0","1",0.660199004975124,"1","1","1","0","0","0"
"0",1,"1","0","0",0.0199004975124378,"0","0","0","0","1","0"
"0",0.394366197183099,"1","1","0",0.0686567164179104,"0","0","0","0","0","1"
"0",0.0140845070422535,"1","1","1",0.359701492537313,"1","1","0","0","0","0"
"0",0.126760563380282,"0","0","1",0.112935323383085,"0","1","0","0","1","0"
"0",0.23943661971831,"1","1","1",0.546268656716418,"0","0","1","0","0","1"
"1",0.140845070422535,"1","0","1",0.763681592039801,"1","1","1","0","0","1"
"0",0.211267605633803,"1","0","0",0.0149253731343284,"0","0","0","0","1","0"
"0",1,"1","1","0",0.680099502487562,"0","1","0","0","1","0"
"0",1,"1","1","0",0.904975124378109,"0","1","1","0","1","0"
"0",0.563380281690141,"1","0","1",0.561691542288557,"0","1","0","1","0","0"
"1",0.901408450704225,"1","0","0",0.75771144278607,"0","1","1","0","0","1"
"1",0.169014084507042,"1","0","1",0.363681592039801,"0","1","0","0","0","1"
"1",0.0422535211267606,"1","0","0",0.568159203980099,"0","1","1","0","0","1"
"0",0.563380281690141,"1","1","0",0.465174129353234,"0","1","0","1","0","0"
"1",0.197183098591549,"1","0","1",0.558706467661692,"1","1","1","0","0","1"
"0",0,"1","0","1",0.301492537313433,"1","1","0","0","0","0"
"0",0.577464788732394,"1","1","1",0.803482587064677,"0","1","1","1","0","1"
"0",0.704225352112676,"1","0","1",0.748756218905473,"0","1","1","1","0","1"
"0",0.0140845070422535,"1","0","0",0.518905472636816,"1","0","1","0","0","1"
"1",0,"0","0","0",0.218407960199005,"1","1","0","0","0","1"
"0",0.436619718309859,"1","1","0",0.651243781094527,"0","1","0","1","0","0"
"0",0.126760563380282,"1","0","1",0.0159203980099503,"0","0","0","0","0","0"
"0",0.929577464788732,"0","0","1",0.410945273631841,"0","1","0","0","1","1"
"0",0.845070422535211,"1","1","0",0.963681592039801,"0","1","1","0","1","0"
"0",0.690140845070423,"1","1","0",0.956218905472637,"0","1","1","1","0","0"
"0",0.0140845070422535,"1","0","1",0.262189054726368,"1","0","0","0","0","0"
"1",0.394366197183099,"0","0","1",0.266169154228856,"0","1","0","0","0","1"
"1",0.028169014084507,"0","0","1",0.227860696517413,"1","1","0","0","0","1"
"1",0.169014084507042,"1","1","1",0.882089552238806,"1","1","1","0","0","1"
"1",0.788732394366197,"1","1","1",0.712437810945274,"0","1","1","0","0","1"
"0",0.422535211267606,"0","0","1",0.314427860696517,"0","1","0","0","1","0"
"0",0.619718309859155,"1","1","0",0.945771144278607,"0","1","1","1","0","0"
"0",0.845070422535211,"1","1","0",0.695024875621891,"0","1","0","0","1","0"
"0",0.690140845070423,"1","1","0",0.0661691542288557,"0","0","0","0","1","0"
"1",0.253521126760563,"1","0","1",0.86318407960199,"0","1","1","0","0","0"
"0",0.816901408450704,"1","0","0",0.0109452736318408,"1","0","0","0","1","0"
"0",0.985915492957746,"1","1","1",0.0597014925373134,"0","0","0","0","1","0"
"1",0.211267605633803,"1","0","1",0.758208955223881,"1","1","1","0","0","1"
"0",0.788732394366197,"1","0","1",0.412935323383085,"0","1","0","0","1","1"
"0",0,"0","0","0",0.0651741293532338,"1","0","0","0","0","0"
"1",0.267605633802817,"1","1","0",0.883582089552239,"0","1","1","0","0","1"
"0",0,"1","0","0",0.52089552238806,"1","0","1","0","0","0"
"0",0.0563380281690141,"1","1","1",0.6681592039801,"1","1","1","0","0","1"
"0",0.71830985915493,"1","1","1",0.863681592039801,"1","1","1","0","0","1"
"1",0.28169014084507,"1","0","1",0.464676616915423,"0","1","0","0","0","0"
"0",0.183098591549296,"0","0","1",0.365671641791045,"0","1","0","0","0","1"
"0",0.0563380281690141,"1","0","0",0.321393034825871,"0","1","0","0","0","0"
"0",0.0704225352112676,"1","0","0",0.367164179104478,"0","1","0","0","0","0"
"0",0.126760563380282,"1","0","0",0.327860696517413,"0","1","0","0","0","1"
"0",0,"1","1","0",0.0711442786069652,"0","0","0","0","0","0"
"0",0.943661971830986,"1","1","0",0.360199004975124,"0","1","0","0","0","0"
"0",0.23943661971831,"1","0","0",0.765174129353234,"1","1","1","0","0","0"
"0",0.295774647887324,"1","1","1",0.574626865671642,"0","0","1","1","0","0"
"0",0.267605633802817,"1","0","1",0.259701492537313,"0","0","0","0","0","1"
"0",0,"1","0","0",0.514925373134328,"1","0","1","0","0","1"
"1",0.0985915492957746,"1","0","1",0.559701492537313,"1","1","1","0","0","1"
"0",0.126760563380282,"1","0","1",0.264676616915423,"1","0","0","0","0","0"
"1",0.323943661971831,"1","1","1",0.575621890547264,"1","0","1","0","0","1"
"0",0.47887323943662,"1","0","0",0.427363184079602,"0","1","0","1","0","0"
"0",0.309859154929577,"1","0","0",0.682089552238806,"0","1","1","1","0","0"
"1",0.0704225352112676,"1","0","1",0.707462686567164,"0","1","1","0","0","1"
"0",0.154929577464789,"1","0","0",0.0144278606965174,"0","0","0","0","0","0"
"0",0,"1","0","0",0.0199004975124378,"0","0","0","0","0","0"
"0",0.985915492957746,"1","0","0",0.575124378109453,"0","1","1","0","1","1"
"1",0.47887323943662,"1","1","1",0.821393034825871,"0","1","1","0","0","1"
"0",0.549295774647887,"1","1","1",0.560199004975124,"0","1","0","0","0","1"
"0",0,"1","0","1",0.550746268656716,"1","1","1","0","0","0"
"0",0.309859154929577,"1","0","1",0.464179104477612,"0","1","0","1","0","0"
"1",0.0422535211267606,"1","1","1",0.7681592039801,"1","1","1","0","0","1"
"0",0.0422535211267606,"1","0","1",0.717910447761194,"0","1","1","0","0","1"
"0",0.943661971830986,"0","0","0",0.418407960199005,"0","1","0","0","1","0"
"0",0.52112676056338,"1","1","1",0.632835820895522,"0","1","1","0","0","0"
"0",0.71830985915493,"1","1","0",0.0651741293532338,"0","0","0","0","1","0"
"1",0.436619718309859,"1","1","1",0.563681592039801,"1","0","1","0","0","1"
"0",0.394366197183099,"1","0","0",0.570149253731343,"0","1","0","0","1","0"
"1",0.52112676056338,"1","1","0",0.824875621890547,"0","1","1","0","0","1"
"0",0.661971830985915,"1","1","1",0.601990049751244,"0","1","0","1","0","0"
"0",0,"1","0","1",0.00995024875621891,"0","0","0","0","0","0"
"0",0.295774647887324,"1","0","1",0.704477611940298,"0","1","1","0","0","1"
"0",0.591549295774648,"1","1","0",0.96318407960199,"0","1","1","0","1","0"
"1",0.0563380281690141,"1","0","1",0.508457711442786,"0","0","1","0","0","1"
"0",0.0563380281690141,"1","0","1",0.620398009950249,"1","1","1","0","0","1"
"0",0.704225352112676,"1","1","0",0.913432835820896,"0","1","1","1","0","0"
"0",0.985915492957746,"1","0","1",0.0164179104477612,"0","0","0","0","1","0"
"0",0.52112676056338,"1","0","0",0.617412935323383,"1","1","0","1","0","0"
"1",0.323943661971831,"1","0","1",0.745273631840796,"1","1","1","0","0","1"
"0",0.47887323943662,"1","1","1",0.728855721393035,"0","1","1","0","0","0"
"1",0.746478873239437,"1","1","0",0.638805970149254,"1","1","0","1","0","0"
"0",1,"0","0","1",0.415422885572139,"0","1","0","0","1","1"
"0",0,"1","0","1",0.264179104477612,"0","0","0","0","0","1"
"0",0.112676056338028,"1","0","0",0.301990049751244,"0","1","0","1","0","0"
"0",0.957746478873239,"0","0","1",0.41592039800995,"0","1","0","0","1","0"
"0",0.71830985915493,"1","1","1",0.840298507462687,"0","1","1","0","0","0"
"1",0.140845070422535,"1","0","1",0.643283582089552,"0","1","1","0","0","1"
"1",0.0140845070422535,"1","0","1",0.518407960199005,"1","0","1","0","0","1"
"1",0.380281690140845,"0","0","1",0.175621890547264,"0","1","0","0","0","1"
"1",0.225352112676056,"1","1","1",0.640796019900498,"0","1","1","0","0","0"
"0",0.47887323943662,"1","0","1",0.0159203980099503,"0","0","0","0","1","0"
"0",0.0985915492957746,"1","0","1",0.00945273631840795,"0","0","0","1","0","0"
"0",0.633802816901408,"1","1","1",0.762686567164179,"0","1","1","1","0","0"
"0",0.0845070422535211,"1","1","1",0.553233830845771,"1","0","1","0","0","1"
"0",0.0140845070422535,"1","1","0",0.620398009950249,"1","1","1","0","0","0"
"0",0.943661971830986,"1","1","1",0.572636815920398,"1","1","0","1","0","0"
"0",0.591549295774648,"1","1","1",0.859203980099502,"1","1","1","0","1","1"
"0",0.943661971830986,"1","1","1",0.695522388059702,"0","1","0","0","1","1"
"0",0.492957746478873,"1","0","1",0.761691542288557,"0","1","1","0","0","0"
"0",0.873239436619718,"1","1","1",0.84726368159204,"1","1","1","0","0","1"
"1",0.436619718309859,"1","0","0",0.362189054726368,"0","1","0","0","0","0"
"0",0.985915492957746,"1","1","0",0.671641791044776,"0","1","0","0","1","0"
"0",0.915492957746479,"1","1","1",0.48955223880597,"0","1","0","0","0","0"
"0",0.873239436619718,"1","0","0",0.0223880597014925,"0","0","0","1","0","0"
"0",0.563380281690141,"1","0","1",0.0199004975124378,"0","0","0","1","0","0"
"1",0,"1","1","1",0.535820895522388,"0","0","1","0","0","1"
"0",0.0140845070422535,"1","0","1",0.717910447761194,"1","1","1","0","0","1"
"0",0.971830985915493,"1","0","0",0.0119402985074627,"0","0","0","0","1","0"
"0",0.309859154929577,"0","0","1",0.265671641791045,"0","1","0","0","0","1"
"1",0.887323943661972,"1","0","0",0.783582089552239,"0","1","1","1","0","0"
